ApprovalFiscalYear,GrossApproval,NaicsCode,InitialInterestRate,BorrState,JobsSupported,LoanStatus
2017,1100000,212399,6.916666667,FL,28,EXEMPT
2018,100000,212399,7.5,FL,10,EXEMPT
2019,100000,212399,9.38,FL,1,EXEMPT
2012,8007600,213111,6.242307692,AZ,151,PIF
2013,4144500,213111,6.075555556,TX,476,PIF
2014,2540600,213111,6.185714286,UT,147,PIF
2015,2119700,213111,6.338,ND,303,PIF
2016,230700,213111,7.14,AZ,11,EXEMPT
2017,9583800,213111,6.1705,TX,505,EXEMPT
2018,2479000,213111,6.120727273,OH,263,EXEMPT
2019,5573000,213111,7.1,LA,42,EXEMPT
2020,155000,213111,7.62,KY,16,CANCLD
2012,57729900,213112,6.337191304,UT,1410,PIF
2013,40596078,213112,6.111898734,UT,1720,PIF
2014,56458200,213112,6.287857143,UT,1490,CANCLD
2015,51742800,213112,6.213069307,ND,1154,EXEMPT
2016,35267500,213112,6.449365079,LA,940,PIF
2017,26212300,213112,7.142,PA,565,EXEMPT
2018,35469635,213112,7.281212121,MT,799,EXEMPT
2019,48414600,213112,7.9724,TX,714,EXEMPT
2020,13101700,213112,7.452555556,UT,215,EXEMPT
2014,957500,213113,5.85,WY,8,EXEMPT
2015,3325500,213113,6,WY,18,CANCLD
2016,250000,213113,5,KY,4,PIF
2017,920000,213113,5.666666667,UT,32,CANCLD
2018,150000,213113,7.75,WV,0,EXEMPT
2020,15000,213113,6.25,KY,3,EXEMPT
2014,200000,213114,4.65,WI,15,CANCLD
2015,628100,213114,5.15,NV,77,EXEMPT
2017,350000,213114,7,AZ,1,EXEMPT
2018,1025000,213114,8,OH,2,EXEMPT
2019,1455800,213114,6.5,FL,16,PIF
2020,1101800,213114,5.75,FL,30,COMMIT
2013,120000,213115,6.5,MN,6,PIF
2016,250000,213115,5.75,PR,10,PIF
2018,1150000,213115,5.75,NY,8,EXEMPT
2019,467100,213115,7.75,UT,10,EXEMPT
2020,58500,213115,5.75,KY,6,EXEMPT
2012,260000,221111,5,NH,2,EXEMPT
2013,220000,221111,7.2,VA,2,EXEMPT
2019,60000,221111,10,OR,0,EXEMPT
2013,755000,221112,6,VA,12,CANCLD
2017,50000,221112,7.75,NY,20,EXEMPT
2019,15000,221113,10,IA,0,COMMIT
2013,362300,221114,5.666666667,CO,11,PIF
2014,500000,221114,6.746666667,NY,63,PIF
2015,1200000,221114,5.916666667,HI,12,PIF
2016,8815000,221114,6.836666667,CA,170,EXEMPT
2017,2427000,221114,6.877,NJ,47,CHGOFF
2018,1891600,221114,7.90625,MD,19,EXEMPT
2019,640000,221114,7.75,NY,10,EXEMPT
2020,260000,221114,9.5,NC,18,EXEMPT
2014,15000,221115,9.25,TX,7,EXEMPT
2015,1000000,221115,4.85,IL,1,PIF
2017,24000,221115,9.99,HI,0,CANCLD
2019,280000,221115,5.5,MN,35,EXEMPT
2015,40000,221116,4.5,ND,3,PIF
2015,480000,221117,4.36,CT,0,EXEMPT
2018,3500000,221117,6.21,ID,2,EXEMPT
2019,1950000,221117,8.875,MA,5,EXEMPT
2020,1917000,221117,6.75,CT,3,EXEMPT
2013,230000,221118,5.5,PA,0,CANCLD
2014,485000,221118,6.15,NY,21,PIF
2015,1140000,221118,6,MS,12,CANCLD
2016,1857500,221118,8.125,TN,4,EXEMPT
2017,2060000,221118,7.4375,PR,21,CANCLD
2018,134000,221118,8,FL,3,EXEMPT
2020,778700,221118,5.583333333,MN,7,EXEMPT
2012,5723200,221119,5.633333333,MI,12,PIF
2013,459000,221119,6.125,NC,29,EXEMPT
2015,476200,221121,6,HI,3,CANCLD
2016,100000,221121,6.25,CA,7,PIF
2018,745000,221121,6.833333333,ME,9,EXEMPT
2012,5174000,221122,6.451111111,MI,65,EXEMPT
2013,808000,221122,5.333333333,IL,14,PIF
2014,3116900,221122,6.1225,CA,51,PIF
2015,350000,221122,3.75,CT,0,EXEMPT
2016,25000,221122,4.08,CA,1,COMMIT
2017,4438300,221122,8.031666667,IL,30,EXEMPT
2018,367000,221122,8.12,MA,5,EXEMPT
2019,1210000,221122,7.575,MO,110,EXEMPT
2020,463100,221122,8.166666667,CA,40,COMMIT
2012,3224000,221210,6.55,DE,152,CANCLD
2013,3691000,221210,6.11,UT,48,PIF
2014,1327000,221210,6.261666667,OH,84,PIF
2015,129400,221210,6.916666667,FL,12,EXEMPT
2016,1653700,221210,6.666666667,TX,21,EXEMPT
2017,1361700,221210,6.798,KY,15,EXEMPT
2018,2872500,221210,6.855714286,TX,63,EXEMPT
2019,4490600,221210,6.412857143,KY,43,EXEMPT
2020,1643500,221210,6.25,MA,21,EXEMPT
2012,3592800,221310,6.511875,WA,220,PIF
2013,3656600,221310,5.969230769,AZ,103,PIF
2014,8696800,221310,6.391153846,MD,112,EXEMPT
2015,1681100,221310,6.381363636,IN,133,PIF
2016,4791100,221310,6.005862069,ID,145,CANCLD
2017,3073600,221310,6.196521739,ID,106,PIF
2018,7673000,221310,7.171142857,CO,197,EXEMPT
2019,6856700,221310,8.028095238,TX,184,EXEMPT
2020,7698800,221310,7.122352941,NC,105,EXEMPT
2012,937000,221320,6,IN,2,EXEMPT
2013,2600000,221320,5.65,TX,150,PIF
2014,1500000,221320,6.05,NH,24,CANCLD
2015,630000,221320,6.166666667,CA,37,PIF
2016,243200,221320,7.842,PR,39,CANCLD
2017,168000,221320,5.75,MD,6,EXEMPT
2018,987000,221320,7.098,AR,10,CANCLD
2020,420000,221320,4,VA,6,COMMIT
2013,25000,221330,9.75,PR,5,PIF
2014,1375000,221330,6.636666667,IL,20,EXEMPT
2015,100000,221330,5.625,PR,3,CANCLD
2016,25000,221330,8.7,TX,8,EXEMPT
2017,568400,221330,6.5,AR,8,EXEMPT
2012,250000,233310,5,NC,8,PIF
2014,350000,235110,4.25,NH,33,EXEMPT
2014,222000,235310,6,IA,10,EXEMPT
2012,47500,235930,3.41,RI,5,CANCLD
2013,50000,235930,6.95,KS,1,PIF
2012,10000,235990,9.5,CA,1,PIF
2012,21652900,236115,6.912053571,CA,1191,PIF
2013,32169700,236115,7.177663934,WA,1025,CANCLD
2014,27756200,236115,6.761051724,NV,1262,EXEMPT
2015,41414863,236115,6.888429752,CA,2240,PIF
2016,30107800,236115,7.156011142,WA,1331,EXEMPT
2017,36766326,236115,7.720445682,GA,1651,EXEMPT
2018,48987300,236115,7.93755618,TX,1495,EXEMPT
2019,36972800,236115,8.664690476,CA,1272,EXEMPT
2020,20972000,236115,8.39957265,NY,737,EXEMPT
2012,5471000,236116,7.669074074,NY,149,PIF
2013,2645100,236116,6.984782609,CA,70,PIF
2014,4065000,236116,7.645897436,TX,132,CHGOFF
2015,2815600,236116,6.613888889,OR,150,PIF
2016,1858100,236116,6.957037037,HI,131,EXEMPT
2017,8592900,236116,7.080769231,WA,96,EXEMPT
2018,2625700,236116,7.100416667,CA,170,EXEMPT
2019,7121800,236116,8.077142857,NJ,195,CANCLD
2020,1529400,236116,7.520833333,TX,82,EXEMPT
2012,7923400,236117,6.522,MA,110,PIF
2013,1179600,236117,6.743076923,UT,33,PIF
2014,7961300,236117,5.673529412,FL,78,CHGOFF
2015,3352500,236117,5.73,CA,210,CANCLD
2016,5743000,236117,6.223571429,VA,61,EXEMPT
2017,8180236,236117,6.389947368,NH,153,PIF
2018,5049700,236117,7.232727273,LA,127,EXEMPT
2019,6342700,236117,7.3675,TX,279,EXEMPT
2020,840000,236117,8.06625,TX,24,EXEMPT
2012,34284800,236118,6.780310078,FL,2549,EXEMPT
2013,37952600,236118,7.236875566,KY,1837,EXEMPT
2014,57916046,236118,6.721617406,OH,2588,CHGOFF
2015,75460400,236118,6.800396083,TX,3817,CHGOFF
2016,84396900,236118,7.073448959,NC,3338,PIF
2017,105155300,236118,7.578319007,FL,4418,EXEMPT
2018,105598168,236118,8.203929539,CO,4004,EXEMPT
2019,112584000,236118,8.848767644,GA,4064,EXEMPT
2020,39662400,236118,8.171408115,OH,1578,EXEMPT
2012,13947500,236210,6.504576271,PR,1005,CANCLD
2013,10539300,236210,6.472333333,CA,552,CANCLD
2014,32865212,236210,5.79,WI,985,EXEMPT
2015,24970720,236210,6.0913,OH,976,PIF
2016,21401400,236210,5.960892857,ND,679,PIF
2017,14776400,236210,6.575744681,MI,622,PIF
2018,30382400,236210,7.259480769,FL,692,EXEMPT
2019,20543700,236210,8.09625,FL,733,PIF
2020,11718700,236210,6.997931034,MI,562,COMMIT
2012,72649400,236220,6.409037037,WA,2920,EXEMPT
2013,75066600,236220,6.351453287,GA,3228,CHGOFF
2014,78784900,236220,6.293107256,TX,3820,PIF
2015,81182957,236220,6.305630372,TX,3632,EXEMPT
2016,101147498,236220,6.379365385,TX,3879,PIF
2017,103863500,236220,7.009635922,OR,3446,EXEMPT
2018,113614432,236220,7.655344828,AZ,3127,EXEMPT
2019,96472800,236220,8.355444099,AZ,2570,EXEMPT
2020,43212160,236220,7.734453901,TX,1472,COMMIT
2012,14494900,237110,5.956545455,TN,780,PIF
2013,14640800,237110,6.029596774,KS,717,CHGOFF
2014,17683925,237110,6.005892857,FL,473,PIF
2015,16141000,237110,6.021710526,ID,663,CANCLD
2016,21487600,237110,5.906111111,MO,505,EXEMPT
2017,24384900,237110,6.306212121,WA,610,EXEMPT
2018,25038200,237110,7.253289474,OK,938,EXEMPT
2019,13991700,237110,7.700625,WA,361,EXEMPT
2020,4453400,237110,6.9775,OH,91,EXEMPT
2012,3413600,237120,5.936153846,OK,140,PIF
2013,3291400,237120,5.656666667,OH,189,PIF
2014,13232200,237120,5.771428571,LA,974,PIF
2015,7203000,237120,5.842307692,NM,160,EXEMPT
2016,9561600,237120,5.95,CA,248,PIF
2017,2677400,237120,7.101428571,IL,377,PIF
2018,4431900,237120,7.013636364,LA,168,PIF
2019,12734400,237120,7.968421053,TX,607,EXEMPT
2020,5546500,237120,7.198,MD,54,EXEMPT
2012,18163900,237130,6.499673913,MT,1404,PIF
2013,14735500,237130,5.963529412,CA,547,PIF
2014,12672900,237130,5.85475,PA,737,EXEMPT
2015,21845600,237130,6.2,OH,871,PIF
2016,29002400,237130,6.103636364,MO,753,EXEMPT
2017,18186500,237130,6.708297872,CA,829,EXEMPT
2018,21527700,237130,7.788679245,WI,794,COMMIT
2019,20365900,237130,8.078333333,VA,533,PIF
2020,10284200,237130,6.923809524,OK,378,EXEMPT
2012,390000,237210,7.703333333,TX,53,PIF
2013,3727000,237210,7.675,WA,18,PIF
2014,150000,237210,5.25,KS,4,PIF
2015,1176000,237210,6.642857143,OR,14,PIF
2016,710800,237210,6.8125,FL,70,PIF
2017,55000,237210,8.92,MA,2,EXEMPT
2018,129000,237210,9,TX,10,CANCLD
2019,436100,237210,8.206666667,FL,42,EXEMPT
2012,32536200,237310,5.966880734,KS,1522,PIF
2013,34609400,237310,5.785795455,MN,1726,PIF
2014,22091000,237310,5.943655914,MD,1174,EXEMPT
2015,33469300,237310,6.08509434,RI,1429,EXEMPT
2016,32922900,237310,6.1604,CA,1706,PIF
2017,26972400,237310,6.215227273,CA,1218,EXEMPT
2018,44866987,237310,7.018085106,FL,1533,EXEMPT
2019,30476200,237310,7.74752809,FL,1202,EXEMPT
2020,12999800,237310,6.984594595,UT,578,EXEMPT
2012,23250000,237990,6.361818182,TX,1275,CANCLD
2013,40726200,237990,6.006111111,MT,1200,PIF
2014,33675300,237990,5.884,CA,940,PIF
2015,38369700,237990,5.995507246,NH,967,PIF
2016,37942500,237990,5.848881579,IA,1260,PIF
2017,37146800,237990,6.210714286,WA,1215,PIF
2018,47713100,237990,7.213703704,CA,1401,EXEMPT
2019,35568400,237990,7.683928571,TX,837,EXEMPT
2020,11064000,237990,6.758518519,MI,338,EXEMPT
2012,29918700,238110,6.161619718,WA,2261,PIF
2013,28114400,238110,6.253574627,FL,2101,PIF
2014,43252100,238110,5.880631579,IN,2360,PIF
2015,44197800,238110,6.173209091,OH,2494,PIF
2016,53792500,238110,6.061413613,MN,1965,EXEMPT
2017,41731700,238110,6.484541899,MA,1607,EXEMPT
2018,51062773,238110,7.239672131,IL,1741,EXEMPT
2019,49201200,238110,7.904473684,AZ,1906,EXEMPT
2020,14426200,238110,7.667532468,OH,567,EXEMPT
2012,6245800,238120,6.67,AZ,600,PIF
2013,15603800,238120,5.682142857,CA,632,EXEMPT
2014,10675000,238120,5.94173913,WA,262,EXEMPT
2015,19323600,238120,5.880888889,TN,751,PIF
2016,15640600,238120,5.955882353,MA,536,PIF
2017,25724000,238120,6.235,NJ,778,COMMIT
2018,12944200,238120,7.27877551,WI,288,EXEMPT
2019,7845800,238120,7.440357143,CA,367,PIF
2020,1482600,238120,8.11375,TX,105,EXEMPT
2012,3953100,238130,6.835185185,FL,666,PIF
2013,5930500,238130,6.428,TX,340,PIF
2014,2541100,238130,7.047826087,NY,156,CHGOFF
2015,3956300,238130,6.445098039,DE,411,EXEMPT
2016,4973700,238130,6.81173913,CA,321,EXEMPT
2017,3701600,238130,7.3825,ME,242,EXEMPT
2018,3700500,238130,7.775185185,OH,269,PIF
2019,1676400,238130,8.278387097,NY,112,COMMIT
2020,1158000,238130,7.863636364,SC,169,EXEMPT
2012,13283000,238140,6.683733333,OH,641,PIF
2013,13138700,238140,6.444588235,FL,775,PIF
2014,24612600,238140,6.357554455,PA,1286,PIF
2015,17562500,238140,6.057190083,OH,1069,PIF
2016,18969800,238140,6.483090909,OH,1024,EXEMPT
2017,20525500,238140,7.083360656,OK,675,EXEMPT
2018,20092300,238140,7.74136,NJ,993,EXEMPT
2019,23243700,238140,8.581717557,TX,974,EXEMPT
2020,5025100,238140,7.565111111,OH,269,EXEMPT
2012,13598600,238150,6.18125,IN,495,PIF
2013,12121900,238150,6.223292683,OH,298,CANCLD
2014,10343700,238150,5.94952381,OK,376,EXEMPT
2015,14402000,238150,6.100547945,NJ,649,PIF
2016,24123600,238150,6.316691176,TX,502,CHGOFF
2017,25457100,238150,6.054285714,IA,426,EXEMPT
2018,35585000,238150,7.2176,OK,761,EXEMPT
2019,43563900,238150,7.493432836,HI,623,EXEMPT
2020,21891100,238150,7.085405405,TN,441,EXEMPT
2012,28939300,238160,6.47036,HI,1492,CANCLD
2013,30784500,238160,6.553123288,AZ,1408,PIF
2014,36373600,238160,6.368538012,OR,1923,PIF
2015,42153300,238160,6.693283582,MD,2139,CHGOFF
2016,45749900,238160,6.502512195,PA,2402,EXEMPT
2017,42931900,238160,7.025247525,SD,1641,EXEMPT
2018,57795000,238160,7.503030303,UT,1343,PIF
2019,72637300,238160,8.23390625,AR,1938,EXEMPT
2020,22340500,238160,7.69875,IN,646,EXEMPT
2012,1444800,238170,5.74125,NC,144,PIF
2013,999200,238170,6.423809524,NE,40,PIF
2014,1015100,238170,6.835714286,ID,49,EXEMPT
2015,4695100,238170,6.123684211,NE,279,EXEMPT
2016,4445600,238170,6.445714286,SD,262,PIF
2017,3050200,238170,7.0784375,IN,147,EXEMPT
2018,2151100,238170,7.8348,MI,195,EXEMPT
2019,2779000,238170,8.4375,OH,99,EXEMPT
2020,3588500,238170,7.293095238,MN,88,EXEMPT
2012,11446100,238190,6.335657895,FL,686,EXEMPT
2013,10629530,238190,6.391636364,MD,313,EXEMPT
2014,17305900,238190,6.382197802,CA,520,PIF
2015,14840400,238190,6.406434783,WI,813,EXEMPT
2016,27341512,238190,6.328220339,PA,811,EXEMPT
2017,18032100,238190,7.023855422,IL,777,EXEMPT
2018,17341850,238190,7.675121951,OH,611,EXEMPT
2019,17344800,238190,8.622528736,AZ,794,EXEMPT
2020,7878700,238190,7.819032258,ME,263,EXEMPT
2012,83575251,238210,6.399596372,NJ,4538,PIF
2013,93494997,238210,6.367820513,IL,5206,EXEMPT
2014,98103587,238210,6.292383268,IL,4785,EXEMPT
2015,109517125,238210,6.30501642,AL,5554,CANCLD
2016,98973729,238210,6.604468085,FL,4732,PIF
2017,127560563,238210,6.888505654,IL,4731,CANCLD
2018,147683205,238210,7.675564541,CA,5499,EXEMPT
2019,163466500,238210,8.209893805,IL,5254,EXEMPT
2020,75336700,238210,7.672192982,CA,2796,COMMIT
2012,127284366,238220,6.347803863,MI,6579,PIF
2013,113307400,238220,6.33906644,CA,5528,EXEMPT
2014,132189166,238220,6.143775758,CO,5362,CANCLD
2015,172926215,238220,6.252407862,CO,6958,PIF
2016,205414860,238220,6.3174375,TX,8084,PIF
2017,231824092,238220,6.78278953,NY,6918,PIF
2018,236002616,238220,7.425264088,LA,7236,EXEMPT
2019,248940977,238220,7.954154731,AZ,6332,EXEMPT
2020,129729985,238220,7.503906634,NY,2770,EXEMPT
2012,16635400,238290,6.673779412,NM,897,CANCLD
2013,12017200,238290,6.643125,NE,749,PIF
2014,18221786,238290,6.345,LA,547,EXEMPT
2015,28442500,238290,6.154952381,CO,1065,CANCLD
2016,26895500,238290,6.251054348,FL,850,EXEMPT
2017,31982800,238290,6.644588235,MO,814,EXEMPT
2018,22461300,238290,7.495180723,AZ,668,EXEMPT
2019,30547500,238290,7.8695625,OR,685,EXEMPT
2020,9833200,238290,6.914130435,GA,206,EXEMPT
2012,17678500,238310,6.176363636,WI,1536,PIF
2013,30100100,238310,6.503956044,IN,1855,PIF
2014,20977300,238310,6.418461538,CO,1424,PIF
2015,24493400,238310,6.368015267,GA,1754,EXEMPT
2016,25046500,238310,6.577258065,FL,1353,PIF
2017,29129400,238310,6.659552846,NJ,1203,PIF
2018,21721600,238310,7.888378378,OH,1435,EXEMPT
2019,27797600,238310,8.412409091,IN,773,EXEMPT
2020,11975200,238310,7.589354839,SC,752,CANCLD
2012,15488900,238320,6.831785235,MA,1519,PIF
2013,16741871,238320,6.792401575,WA,881,EXEMPT
2014,29227200,238320,6.345939086,TN,1506,EXEMPT
2015,23277410,238320,6.748037736,SD,1676,EXEMPT
2016,25504100,238320,6.82538843,MN,1467,PIF
2017,36271600,238320,7.489275362,TX,1885,EXEMPT
2018,39163500,238320,7.988322785,NJ,2028,EXEMPT
2019,28123900,238320,8.730787402,TX,1151,EXEMPT
2020,22465700,238320,7.911150376,IN,684,EXEMPT
2012,22910400,238330,6.587142857,CO,1149,PIF
2013,31748200,238330,6.289922481,TX,978,PIF
2014,25985800,238330,6.311963636,OH,845,PIF
2015,46169700,238330,6.446508876,NY,1393,PIF
2016,25880300,238330,6.788880597,KS,910,EXEMPT
2017,38654300,238330,6.885565714,OH,941,EXEMPT
2018,51431500,238330,7.552463768,FL,977,EXEMPT
2019,49238700,238330,8.272804233,CA,1013,EXEMPT
2020,29171100,238330,7.626734694,IL,501,EXEMPT
2012,12289500,238340,6.747788462,CA,679,CANCLD
2013,11882500,238340,6.658095238,UT,640,CANCLD
2014,16907989,238340,6.305555556,NY,455,EXEMPT
2015,15542100,238340,6.325584416,NV,597,PIF
2016,20351300,238340,6.9608,MD,569,EXEMPT
2017,12317200,238340,6.927428571,CO,693,PIF
2018,10463700,238340,7.847831325,CA,443,EXEMPT
2019,10717600,238340,8.611759259,ND,249,EXEMPT
2020,11123100,238340,7.23974359,CO,270,EXEMPT
2012,13739500,238350,6.908469388,MA,688,EXEMPT
2013,13462010,238350,6.70605102,IL,767,PIF
2014,14755400,238350,6.55308,OH,571,PIF
2015,29859100,238350,6.333544304,GA,960,EXEMPT
2016,19824300,238350,6.947928177,CO,704,PIF
2017,25232200,238350,7.268054054,AK,786,EXEMPT
2018,27308500,238350,7.996755319,NV,710,EXEMPT
2019,28297300,238350,8.353485549,CA,1071,EXEMPT
2020,17672000,238350,7.735625,CT,501,EXEMPT
2012,13959000,238390,6.589131868,NC,796,PIF
2013,26641910,238390,6.150858586,GA,920,EXEMPT
2014,25605500,238390,6.151630435,WA,653,PIF
2015,34830960,238390,6.697651515,CA,1461,PIF
2016,38370500,238390,6.661489362,CO,1034,EXEMPT
2017,38629200,238390,6.613692771,WI,1688,EXEMPT
2018,44873650,238390,7.303722628,TX,1094,EXEMPT
2019,36649300,238390,7.815333333,FL,730,EXEMPT
2020,15027500,238390,7.340555556,FL,699,EXEMPT
2012,73874885,238910,6.07351145,GA,2579,EXEMPT
2013,62366700,238910,5.920988142,OH,2099,CANCLD
2014,76558400,238910,5.851531987,NH,2018,PIF
2015,77102000,238910,6.058940722,OH,2912,PIF
2016,92895400,238910,6.119522388,KS,2616,CHGOFF
2017,85004400,238910,6.589403409,SD,2304,EXEMPT
2018,92877200,238910,7.23234957,OK,2374,EXEMPT
2019,107622500,238910,7.859757282,TX,2859,EXEMPT
2020,47644367,238910,7.278068966,OH,1185,CANCLD
2012,143210121,238990,6.372474715,NJ,6738,PIF
2013,150661600,238990,6.271677316,MI,6590,EXEMPT
2014,177481032,238990,6.082064972,TN,6384,EXEMPT
2015,242925679,238990,5.970620729,KY,9590,PIF
2016,249549961,238990,6.295771798,VA,8976,EXEMPT
2017,265784000,238990,6.52883532,OH,8506,EXEMPT
2018,273573300,238990,7.273582353,IL,6854,EXEMPT
2019,211988219,238990,7.910605938,NC,6674,CANCLD
2020,117798100,238990,7.123878505,UT,3151,EXEMPT
2012,4285300,311111,5.583333333,PA,127,PIF
2013,8094000,311111,5.84375,MN,253,PIF
2014,4780000,311111,5.89875,OR,102,PIF
2015,4451900,311111,6.239090909,MO,205,PIF
2016,2032200,311111,5.823529412,OH,140,EXEMPT
2017,7469500,311111,7.135652174,FL,167,EXEMPT
2018,3970250,311111,6.990833333,TX,143,EXEMPT
2019,5766000,311111,8.098,FL,62,EXEMPT
2020,3303000,311111,8,TX,62,CANCLD
2012,5381900,311119,5.14,MO,101,EXEMPT
2013,18345000,311119,5.412307692,WA,193,PIF
2014,1360000,311119,6.786,TX,32,CANCLD
2015,9798700,311119,6.011538462,MO,157,CANCLD
2016,7902000,311119,6.115454545,MN,149,PIF
2017,4303747,311119,5.99,CA,127,EXEMPT
2018,13112800,311119,7.482142857,MO,133,PIF
2019,6567500,311119,7.8175,NC,57,EXEMPT
2020,500000,311119,5.75,WA,13,EXEMPT
2012,700000,311211,4.25,IN,11,EXEMPT
2014,311700,311211,5.75,CA,41,PIF
2015,300000,311211,4.5,NY,14,EXEMPT
2016,670000,311211,5.5,MN,7,PIF
2017,5227000,311211,6.263333333,IN,40,EXEMPT
2018,100000,311211,5.74,NY,0,EXEMPT
2015,108500,311212,5.94,ID,7,PIF
2017,61000,311212,6.5,ID,11,PIF
2018,270000,311212,6.75,ID,5,PIF
2014,30000,311213,5.5,NY,0,CANCLD
2015,494500,311213,5.65,MI,12,PIF
2016,1036000,311213,5.261666667,VT,19,EXEMPT
2017,3846600,311213,6.58,CA,33,EXEMPT
2018,350000,311213,5.75,KY,1,EXEMPT
2020,275000,311213,7.5,PA,5,EXEMPT
2015,2555000,311221,6,TX,21,EXEMPT
2017,125000,311221,6,ID,2,EXEMPT
2012,545000,311222,7,CA,4,PIF
2012,2953000,311223,6.083333333,ND,114,CANCLD
2014,560000,311224,6.083333333,MI,8,PIF
2015,231300,311224,5.5,IA,2,EXEMPT
2016,135000,311224,7,WI,2,EXEMPT
2017,2032700,311224,5.5,TX,20,EXEMPT
2018,250000,311224,7.083333333,WI,17,EXEMPT
2012,1140900,311225,4.9,MA,62,CANCLD
2013,1060000,311225,5,MA,33,PIF
2014,900000,311225,5.375,IA,3,PIF
2015,237800,311225,7.125,WI,9,PIF
2016,1155000,311225,6.5625,UT,57,EXEMPT
2017,2170000,311225,6.37,CO,23,COMMIT
2018,1080000,311225,7,TX,7,EXEMPT
2019,1100000,311225,7.37,FL,8,EXEMPT
2020,115000,311225,7.5,TX,2,EXEMPT
2012,115000,311230,7.163333333,IL,6,PIF
2013,150000,311230,6,WA,0,PIF
2014,250000,311230,4.35,MD,25,PIF
2015,314800,311230,5.725,OR,11,PIF
2016,310000,311230,5,NY,20,PIF
2017,82500,311230,10,AZ,12,CANCLD
2018,141500,311230,6.55,OR,14,EXEMPT
2019,7500,311230,11.75,MD,0,EXEMPT
2012,65000,311311,6,VT,0,PIF
2012,24000,311312,7.125,HI,4,PIF
2017,5000,311314,9.25,CA,0,EXEMPT
2018,125000,311314,7.5,TX,4,EXEMPT
2019,45000,311314,12,KY,5,EXEMPT
2012,781500,311320,5.852,UT,70,PIF
2013,5125000,311320,6,NY,23,PIF
2014,390000,311320,6.666666667,NY,10,EXEMPT
2018,65000,311320,7.75,OR,8,EXEMPT
2012,1453700,311330,6.3125,CA,124,PIF
2013,160000,311330,5.083333333,NY,0,PIF
2014,347800,311330,6.25,CO,2,EXEMPT
2013,605500,311340,6.428181818,UT,81,CHGOFF
2014,773800,311340,6.9875,UT,37,CANCLD
2015,3226600,311340,5.618181818,FL,217,CANCLD
2016,8171800,311340,5.965,AL,251,PIF
2017,679000,311340,8.108,PR,47,PIF
2018,5096200,311340,7.985,CA,120,CANCLD
2019,2616000,311340,7.0625,NY,82,CANCLD
2020,360000,311340,6.666666667,OR,19,COMMIT
2013,438300,311351,5.2475,FL,12,PIF
2014,7042498,311351,5.68125,FL,161,PIF
2015,6120400,311351,6.149166667,VT,97,EXEMPT
2016,2267600,311351,6.25,CA,54,EXEMPT
2017,2524000,311351,6.2125,MI,228,CHGOFF
2018,6447100,311351,6.674666667,IL,272,EXEMPT
2019,2988500,311351,7.034285714,WA,68,CANCLD
2020,484000,311351,6.3225,CA,17,EXEMPT
2013,491500,311352,6.0625,WA,29,EXEMPT
2014,1581200,311352,5.25,NY,75,EXEMPT
2015,2591700,311352,5.752666667,ME,100,EXEMPT
2016,965100,311352,5.64375,NY,228,PIF
2017,1774000,311352,6.5325,WI,104,EXEMPT
2018,2468900,311352,6.708333333,CO,88,EXEMPT
2019,1253000,311352,7.466666667,GA,88,PIF
2020,2553200,311352,6.65,FL,44,COMMIT
2012,6623500,311411,6.273333333,AR,276,PIF
2013,462400,311411,5.583333333,CA,86,PIF
2014,785000,311411,5.5,UT,107,EXEMPT
2015,2990600,311411,5.631428571,NH,322,EXEMPT
2016,428000,311411,6.1,CA,130,EXEMPT
2017,1620000,311411,7.34375,NC,179,PIF
2018,1290000,311411,7.5,MO,45,EXEMPT
2019,1786000,311411,8.5,PR,124,CANCLD
2020,5013800,311411,6.355,PR,253,COMMIT
2012,5334200,311412,6.838571429,NY,189,PIF
2013,1095000,311412,6.53,KY,50,PIF
2014,9465000,311412,5.083333333,NH,244,EXEMPT
2015,3760500,311412,6.499090909,MI,405,EXEMPT
2016,6310800,311412,6.176052632,TX,430,PIF
2017,4863500,311412,6.425714286,WV,121,EXEMPT
2018,13199900,311412,7.369166667,CA,487,EXEMPT
2019,4550900,311412,7.804142857,UT,247,EXEMPT
2020,4945500,311412,6.875,MO,68,EXEMPT
2012,1535000,311421,6.035714286,OK,61,PIF
2013,5787000,311421,5.527777778,TX,164,EXEMPT
2014,4452000,311421,5.916666667,HI,23,PIF
2015,1343800,311421,6.901176471,OH,101,PIF
2016,2074000,311421,7.299090909,VT,70,PIF
2017,1378400,311421,6.863571429,ME,60,CANCLD
2018,1462000,311421,6.71875,MN,28,EXEMPT
2019,2556000,311421,7.625,IL,134,EXEMPT
2020,577000,311421,6.333333333,GA,62,EXEMPT
2013,785000,311422,6.25,AZ,9,PIF
2014,125000,311422,5.5,MI,6,PIF
2015,5043800,311422,6.125,MT,170,PIF
2016,3501400,311422,6.459090909,PA,120,EXEMPT
2017,815000,311422,7.75,PA,57,EXEMPT
2018,75000,311422,8.25,CA,8,EXEMPT
2019,1609900,311422,8.03,TX,104,EXEMPT
2012,3555000,311423,6.095714286,UT,159,PIF
2013,1689600,311423,6.9375,OH,108,PIF
2014,2550200,311423,6.98125,FL,54,CANCLD
2015,3049000,311423,5.43125,CA,61,PIF
2016,1446700,311423,5.25,CA,35,PIF
2017,11786800,311423,6.261111111,CA,102,CANCLD
2018,1807200,311423,7.12625,CA,112,EXEMPT
2019,1307000,311423,7.525,OH,78,EXEMPT
